record_id,search_timestamp,travel_date,lead_time_days,source_platform,origin_iata,dest_iata,route,origin_raw,dest_raw,airline_standardized,airline_raw,flight_number,departure_time,arrival_time,duration_minutes,duration_raw,cabin_class,total_fare_inr,base_fare_inr,taxes_fees_inr,is_nonstop,stops,raw_hash
SCR_GF_1789055794_072,2026-09-10 21:26:31,2026-10-10,30,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,IndiGo,IndiGo,,7:00,9:25,145,2 hr 25 min,Economy,6425.0,,,True,Non-stop,1ac5c10e1a11
SCR_GF_1789055794_073,2026-09-10 21:26:31,2026-10-10,30,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,IndiGo,IndiGo,,8:00,10:10,130,2 hr 10 min,Economy,6425.0,,,True,Non-stop,6abd6aa755fd
SCR_GF_1789055795_074,2026-09-10 21:26:31,2026-10-10,30,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,IndiGo,IndiGo,,10:45,1:05 AM,140,2 hr 20 min,Economy,6425.0,,,True,Non-stop,2dbb794201dd
SCR_GF_1789055795_075,2026-09-10 21:26:31,2026-10-10,30,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,IndiGo,IndiGo,,11:30,1:45 AM,135,2 hr 15 min,Economy,6425.0,,,True,Non-stop,91fbcbb421e8
SCR_GF_1789055795_076,2026-09-10 21:26:31,2026-10-10,30,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Air India,Air India,,11:00,1:25 AM,145,2 hr 25 min,Economy,6566.0,,,True,Non-stop,14a9ed26b9be
SCR_GF_1789055795_077,2026-09-10 21:26:31,2026-10-10,30,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Air India,Air India,,5:00,7:25,145,2 hr 25 min,Economy,6582.0,,,True,Non-stop,fbdd1aea58bf
SCR_GF_1789055795_078,2026-09-10 21:26:31,2026-10-10,30,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Air India,Air India,,7:00,9:25,145,2 hr 25 min,Economy,6582.0,,,True,Non-stop,e87f3588599e
SCR_GF_1789055795_079,2026-09-10 21:26:31,2026-10-10,30,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Air India,Air India,,8:30,10:45,135,2 hr 15 min,Economy,6582.0,,,True,Non-stop,7286a3a85438
SCR_GF_1789055795_080,2026-09-10 21:26:31,2026-10-10,30,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Air India,Air India,,9:00,11:15,135,2 hr 15 min,Economy,6582.0,,,True,Non-stop,aa6a276ec2ab
SCR_GF_1789055795_081,2026-09-10 21:26:31,2026-10-10,30,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Air India,Air India,,9:30,12:00,150,2 hr 30 min,Economy,6582.0,,,True,Non-stop,edbe52c5e551
SCR_GF_1789055795_082,2026-09-10 21:26:31,2026-10-10,30,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Air India,Air India,,10:00,12:25,145,2 hr 25 min,Economy,6582.0,,,True,Non-stop,c3a171276366
SCR_GF_1789055795_083,2026-09-10 21:26:31,2026-10-10,30,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Air India,Air India,,10:30,12:50,140,2 hr 20 min,Economy,6582.0,,,True,Non-stop,e21a52d79f24
SCR_GF_1789055795_084,2026-09-10 21:26:31,2026-10-10,30,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Air India,Air India,,11:00,1:25,145,2 hr 25 min,Economy,6582.0,,,True,Non-stop,c3609d39f69d
SCR_GF_1789055795_085,2026-09-10 21:26:31,2026-10-10,30,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Air India,Air India,,2:10,4:35,145,2 hr 25 min,Economy,6582.0,,,True,Non-stop,c3046def5b61
SCR_GF_1789055795_086,2026-09-10 21:26:31,2026-10-10,30,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Air India,Air India,,5:00,7:25,145,2 hr 25 min,Economy,6582.0,,,True,Non-stop,fbdd1aea58bf
SCR_GF_1789055795_087,2026-09-10 21:26:31,2026-10-10,30,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Air India,Air India,,8:30,11:00,150,2 hr 30 min,Economy,6582.0,,,True,Non-stop,7286a3a85438
SCR_GF_1789055795_088,2026-09-10 21:26:31,2026-10-10,30,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,IndiGo,IndiGo,,5:00,7:15,135,2 hr 15 min,Economy,6583.0,,,True,Non-stop,4cb8d60e8191
SCR_GF_1789055795_089,2026-09-10 21:26:31,2026-10-10,30,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,IndiGo,IndiGo,,6:05,8:20,135,2 hr 15 min,Economy,6583.0,,,True,Non-stop,e08363c9b028
SCR_GF_1789055795_090,2026-09-10 21:26:31,2026-10-10,30,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,IndiGo,IndiGo,,8:45,11:00,135,2 hr 15 min,Economy,6583.0,,,True,Non-stop,091ad09f96ad
SCR_GF_1789055795_091,2026-09-10 21:26:31,2026-10-10,30,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,IndiGo,IndiGo,,9:45,12:05 AM,140,2 hr 20 min,Economy,6583.0,,,True,Non-stop,0a87ae63b8d2
SCR_GF_1789055795_092,2026-09-10 21:26:31,2026-10-10,30,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Air India Express,Air India Express,,11:25,1:50 AM,145,2 hr 25 min,Economy,6610.0,,,True,Non-stop,5b3101408b11
SCR_GF_1789055795_093,2026-09-10 21:26:31,2026-10-10,30,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Air India,Air India,,6:30,8:50,140,2 hr 20 min,Economy,6740.0,,,True,Non-stop,28d994020fa1
SCR_GF_1789055795_094,2026-09-10 21:26:31,2026-10-10,30,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Air India,Air India,,9:00,11:20,140,2 hr 20 min,Economy,6740.0,,,True,Non-stop,0d510c537e37
SCR_GF_1789055795_095,2026-09-10 21:26:31,2026-10-10,30,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Air India,Air India,,7:30,9:55,145,2 hr 25 min,Economy,6745.0,,,True,Non-stop,f26081cffb99
SCR_GF_1789055795_096,2026-09-10 21:26:31,2026-10-10,30,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Air India,Air India,,12:00,2:25,145,2 hr 25 min,Economy,6745.0,,,True,Non-stop,691dc75cd714
SCR_GF_1789055795_097,2026-09-10 21:26:31,2026-10-10,30,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Air India,Air India,,4:00,6:25,145,2 hr 25 min,Economy,6745.0,,,True,Non-stop,1f14a538f96e
SCR_GF_1789055796_098,2026-09-10 21:26:31,2026-10-10,30,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Air India,Air India,,7:30,9:55,145,2 hr 25 min,Economy,6745.0,,,True,Non-stop,f26081cffb99
SCR_GF_1789055796_099,2026-09-10 21:26:31,2026-10-10,30,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,SpiceJet,SpiceJet,,9:55,12:25,150,2 hr 30 min,Economy,6778.0,,,True,Non-stop,21fbee3e77b1
SCR_GF_1789055796_100,2026-09-10 21:26:31,2026-10-10,30,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,SpiceJet,SpiceJet,,10:30,12:50 AM,140,2 hr 20 min,Economy,6778.0,,,True,Non-stop,3ec4c1dbb546
SCR_GF_1789055796_101,2026-09-10 21:26:31,2026-10-10,30,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,IndiGo,IndiGo,,2:00,4:25,145,2 hr 25 min,Economy,6793.0,,,True,Non-stop,bb649024eaa4
SCR_GF_1789055796_102,2026-09-10 21:26:31,2026-10-10,30,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,IndiGo,IndiGo,,5:00,7:15,135,2 hr 15 min,Economy,6793.0,,,True,Non-stop,a38322ffbad2
SCR_GF_1789055796_103,2026-09-10 21:26:31,2026-10-10,30,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Akasa Air,Akasa Air,,6:50,9:10,140,2 hr 20 min,Economy,6880.0,,,True,Non-stop,ba11ff6c42e6
SCR_GF_1789055796_104,2026-09-10 21:26:31,2026-10-10,30,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Akasa Air,Akasa Air,,8:40,11:05,145,2 hr 25 min,Economy,6880.0,,,True,Non-stop,f8fb25ec50f8
SCR_GF_1789055796_105,2026-09-10 21:26:31,2026-10-10,30,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Akasa Air,Akasa Air,,10:00,12:20,140,2 hr 20 min,Economy,6880.0,,,True,Non-stop,058d51fdad35
SCR_GF_1789055796_106,2026-09-10 21:26:31,2026-10-10,30,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Akasa Air,Akasa Air,,4:00,6:20,140,2 hr 20 min,Economy,6880.0,,,True,Non-stop,279e8853fc4d
SCR_GF_1789055796_107,2026-09-10 21:26:31,2026-10-10,30,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Akasa Air,Akasa Air,,5:30,7:50,140,2 hr 20 min,Economy,6880.0,,,True,Non-stop,c313ef9de255
SCR_GF_1789055796_108,2026-09-10 21:26:31,2026-10-10,30,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Akasa Air,Akasa Air,,7:55,10:20,145,2 hr 25 min,Economy,6880.0,,,True,Non-stop,0f92d61b4d38
SCR_GF_1789055796_109,2026-09-10 21:26:31,2026-10-10,30,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Air India,Air India,,6:00,8:25,145,2 hr 25 min,Economy,6902.0,,,True,Non-stop,09789ce50dcb
SCR_GF_1789055796_110,2026-09-10 21:26:31,2026-10-10,30,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Air India,Air India,,7:00,9:25,145,2 hr 25 min,Economy,6902.0,,,True,Non-stop,fa50f2550b8b
SCR_GF_1789055796_111,2026-09-10 21:26:31,2026-10-10,30,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Air India,Air India,,9:30,11:55,145,2 hr 25 min,Economy,6908.0,,,True,Non-stop,64bb8c8bb089
SCR_GF_1789055796_112,2026-09-10 21:26:31,2026-10-10,30,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Air India,Air India,,1:30,3:50,140,2 hr 20 min,Economy,8042.0,,,True,Non-stop,5d95cf3b059b
SCR_GF_1789055798_001,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,IndiGo,IndiGo,,11:30 PM,2:25 AM,175,2 hr 55 min,Economy,8724.0,,,True,Non-stop,aa001ce52f5b
SCR_GF_1789055798_002,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,Air India,Air India,,8:30 AM,11:20 AM,170,2 hr 50 min,Economy,8883.0,,,True,Non-stop,199d28639243
SCR_GF_1789055798_003,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,Akasa Air,Akasa Air,,9:55 PM,12:50 AM,175,2 hr 55 min,Economy,9179.0,,,True,Non-stop,be2f2e578048
SCR_GF_1789055798_004,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,IndiGo,IndiGo,,7:45 PM,1:00 AM,315,5 hr 15 min,Economy,8465.0,,,False,1 stop,826e8e129b00
SCR_GF_1789055798_005,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,Air India,Air India,,12:15 AM,3:10 AM,175,2 hr 55 min,Economy,8731.0,,,True,Non-stop,a458235da783
SCR_GF_1789055798_006,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,Air India,Air India,,6:30 AM,9:25 AM,175,2 hr 55 min,Economy,8883.0,,,True,Non-stop,df5a3e454784
SCR_GF_1789055798_007,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,Air India,Air India,,7:00 AM,9:55 AM,175,2 hr 55 min,Economy,9340.0,,,True,Non-stop,c207c6b92157
SCR_GF_1789055798_008,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,Air India,Air India,,9:30 AM,12:25 PM,175,2 hr 55 min,Economy,9340.0,,,True,Non-stop,911714292194
SCR_GF_1789055798_009,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,Air India,Air India,,3:50 PM,6:45 PM,175,2 hr 55 min,Economy,9340.0,,,True,Non-stop,0ec8ad779ece
SCR_GF_1789055798_010,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,Akasa Air,Akasa Air,,8:10 PM,11:10 PM,180,3 hr,Economy,9342.0,,,True,Non-stop,b1f4caae8ef9
SCR_GF_1789055798_011,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,Air India,Air India,,3:00 PM,5:55 PM,175,2 hr 55 min,Economy,9497.0,,,True,Non-stop,78d73265aac9
SCR_GF_1789055798_012,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,IndiGo,IndiGo,,7:05 AM,10:00 AM,175,2 hr 55 min,Economy,9666.0,,,True,Non-stop,a88dc9a836ce
SCR_GF_1789055799_013,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,IndiGo,IndiGo,,8:20 AM,11:10 AM,170,2 hr 50 min,Economy,9666.0,,,True,Non-stop,ae2f80de46ad
SCR_GF_1789055799_014,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,IndiGo,IndiGo,,9:30 AM,12:25 PM,175,2 hr 55 min,Economy,9666.0,,,True,Non-stop,7e8276ac586b
SCR_GF_1789055799_015,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,IndiGo,IndiGo,,3:45 PM,6:40 PM,175,2 hr 55 min,Economy,9666.0,,,True,Non-stop,e1d447d8e4ea
SCR_GF_1789055799_016,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,Air India,Air India,,10:30 AM,1:20 PM,170,2 hr 50 min,Economy,9823.0,,,True,Non-stop,06c38cf6d62a
SCR_GF_1789055799_017,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,Air India,Air India,,4:30 PM,7:15 PM,165,2 hr 45 min,Economy,9823.0,,,True,Non-stop,e318ff479c59
SCR_GF_1789055799_018,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,Air India,Air India,,1:00 PM,3:55 PM,175,2 hr 55 min,Economy,9991.0,,,True,Non-stop,196e1b7f66e2
SCR_GF_1789055799_019,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,Akasa Air,Akasa Air,,10:55 PM,1:45 AM,170,2 hr 50 min,Economy,10030.0,,,True,Non-stop,fc9af57bf76b
SCR_GF_1789055799_020,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,Air India Express,Air India Express,,9:00 PM,11:55 PM,175,2 hr 55 min,Economy,10079.0,,,True,Non-stop,06127d7707ad
SCR_GF_1789055799_021,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,IndiGo,IndiGo,,10:45 AM,1:40 PM,175,2 hr 55 min,Economy,10180.0,,,True,Non-stop,31c18861b978
SCR_GF_1789055799_022,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,IndiGo,IndiGo,,2:30 PM,5:25 PM,175,2 hr 55 min,Economy,10180.0,,,True,Non-stop,569236907401
SCR_GF_1789055799_023,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,IndiGo,IndiGo,,10:00 PM,12:55 AM,175,2 hr 55 min,Economy,10180.0,,,True,Non-stop,3062b82991de
SCR_GF_1789055799_024,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,IndiGo,IndiGo,,3:00 AM,5:55 AM,175,2 hr 55 min,Economy,10727.0,,,True,Non-stop,c14d6bc063f0
SCR_GF_1789055799_025,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,IndiGo,IndiGo,,5:45 AM,8:40 AM,175,2 hr 55 min,Economy,10727.0,,,True,Non-stop,71ff91b8116c
SCR_GF_1789055799_026,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,IndiGo,IndiGo,,1:15 PM,4:10 PM,175,2 hr 55 min,Economy,10727.0,,,True,Non-stop,f704bfe75b8f
SCR_GF_1789055799_027,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,IndiGo,IndiGo,,5:00 PM,7:55 PM,175,2 hr 55 min,Economy,10727.0,,,True,Non-stop,209b082536cb
SCR_GF_1789055799_028,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,IndiGo,IndiGo,,6:20 PM,9:10 PM,170,2 hr 50 min,Economy,11309.0,,,True,Non-stop,d24a4ecc5359
SCR_GF_1789055799_029,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,IndiGo,IndiGo,,7:30 PM,10:25 PM,175,2 hr 55 min,Economy,11309.0,,,True,Non-stop,c84f37891c1b
SCR_GF_1789055799_030,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,Akasa Air,Akasa Air,,8:55 PM,11:50 PM,175,2 hr 55 min,Economy,11368.0,,,True,Non-stop,924667f898c9
SCR_GF_1789055799_031,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,Air India Express,Air India Express,,6:20 PM,9:15 PM,175,2 hr 55 min,Economy,11559.0,,,True,Non-stop,6265b4ed09d8
SCR_GF_1789055799_032,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,IndiGo,IndiGo,,12:20,3:20,180,3 hr,Economy,11925.0,,,True,Non-stop,8b381bb90ea1
SCR_GF_1789055799_033,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,Air India,Air India,,6:00,8:55,175,2 hr 55 min,Economy,12080.0,,,True,Non-stop,7ca2d2a52882
SCR_GF_1789055799_034,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,Air India,Air India,,6:30,9:25,175,2 hr 55 min,Economy,12080.0,,,True,Non-stop,986a5c283a96
SCR_GF_1789055799_035,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,Air India,Air India,,7:00,9:55,175,2 hr 55 min,Economy,12080.0,,,True,Non-stop,77b1f664cbb0
SCR_GF_1789055799_036,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,Air India,Air India,,7:30,10:20,170,2 hr 50 min,Economy,12295.0,,,True,Non-stop,6275191419e6
SCR_GF_1789055799_037,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,Akasa Air,Akasa Air,,4:40,7:40,180,3 hr,Economy,12446.0,,,True,Non-stop,40b9dc823992
SCR_GF_1789055799_038,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,IndiGo,IndiGo,,8:45,11:40,175,2 hr 55 min,Economy,12582.0,,,True,Non-stop,79af4b08708f
SCR_GF_1789055799_039,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,Air India,Air India,,9:30,12:25 AM,175,2 hr 55 min,Economy,15514.0,,,True,Non-stop,f862928d0bca
SCR_GF_1789055799_040,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,IndiGo,IndiGo,,11:30,2:25 AM,175,2 hr 55 min,Economy,8724.0,,,True,Non-stop,9430f596279d
SCR_GF_1789055799_041,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,Air India,Air India,,8:30,11:20,170,2 hr 50 min,Economy,8883.0,,,True,Non-stop,fe0c54232293
SCR_GF_1789055799_042,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,Akasa Air,Akasa Air,,9:55,12:50 AM,175,2 hr 55 min,Economy,9179.0,,,True,Non-stop,0d47ef0d80f1
SCR_GF_1789055799_043,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,IndiGo,IndiGo,,7:45,1:00 AM,315,5 hr 15 min,Economy,8465.0,,,False,1 stop,8851df384bd1
SCR_GF_1789055800_044,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,Air India,Air India,,12:15,3:10,175,2 hr 55 min,Economy,8731.0,,,True,Non-stop,93908cb86bc8
SCR_GF_1789055800_045,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,Air India,Air India,,6:30,9:25,175,2 hr 55 min,Economy,8883.0,,,True,Non-stop,4c232b39c395
SCR_GF_1789055800_046,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,Air India,Air India,,7:00,9:55,175,2 hr 55 min,Economy,9340.0,,,True,Non-stop,c13393d96350
SCR_GF_1789055800_047,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,Air India,Air India,,9:30,12:25,175,2 hr 55 min,Economy,9340.0,,,True,Non-stop,ce7934606ef2
SCR_GF_1789055800_048,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,Air India,Air India,,3:50,6:45,175,2 hr 55 min,Economy,9340.0,,,True,Non-stop,72be17120a9b
SCR_GF_1789055800_049,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,Akasa Air,Akasa Air,,8:10,11:10,180,3 hr,Economy,9342.0,,,True,Non-stop,d5ed7d78c8ee
SCR_GF_1789055800_050,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,Air India,Air India,,3:00,5:55,175,2 hr 55 min,Economy,9497.0,,,True,Non-stop,32ec6bf58d76
SCR_GF_1789055800_051,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,IndiGo,IndiGo,,7:05,10:00,175,2 hr 55 min,Economy,9666.0,,,True,Non-stop,d20ea97f484e
SCR_GF_1789055800_052,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,IndiGo,IndiGo,,8:20,11:10,170,2 hr 50 min,Economy,9666.0,,,True,Non-stop,d6d4329a5f6d
SCR_GF_1789055800_053,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,IndiGo,IndiGo,,9:30,12:25,175,2 hr 55 min,Economy,9666.0,,,True,Non-stop,dc34014c1cc6
SCR_GF_1789055800_054,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,IndiGo,IndiGo,,3:45,6:40,175,2 hr 55 min,Economy,9666.0,,,True,Non-stop,a57823d0dba3
SCR_GF_1789055800_055,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,Air India,Air India,,10:30,1:20,170,2 hr 50 min,Economy,9823.0,,,True,Non-stop,083e4fd94296
SCR_GF_1789055800_056,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,Air India,Air India,,4:30,7:15,165,2 hr 45 min,Economy,9823.0,,,True,Non-stop,d5cd92bbbc1b
SCR_GF_1789055800_057,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,Air India,Air India,,1:00,3:55,175,2 hr 55 min,Economy,9991.0,,,True,Non-stop,7a579834d8c1
SCR_GF_1789055800_058,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,Akasa Air,Akasa Air,,10:55,1:45 AM,170,2 hr 50 min,Economy,10030.0,,,True,Non-stop,462641e5f218
SCR_GF_1789055800_059,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,Air India Express,Air India Express,,9:00,11:55,175,2 hr 55 min,Economy,10079.0,,,True,Non-stop,44b322cfb052
SCR_GF_1789055800_060,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,IndiGo,IndiGo,,10:45,1:40,175,2 hr 55 min,Economy,10180.0,,,True,Non-stop,340f162c79f9
SCR_GF_1789055800_061,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,IndiGo,IndiGo,,2:30,5:25,175,2 hr 55 min,Economy,10180.0,,,True,Non-stop,2a5ca84f9793
SCR_GF_1789055800_062,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,IndiGo,IndiGo,,10:00,12:55 AM,175,2 hr 55 min,Economy,10180.0,,,True,Non-stop,1dda96053069
SCR_GF_1789055800_063,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,IndiGo,IndiGo,,3:00,5:55,175,2 hr 55 min,Economy,10727.0,,,True,Non-stop,b51850204654
SCR_GF_1789055800_064,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,IndiGo,IndiGo,,5:45,8:40,175,2 hr 55 min,Economy,10727.0,,,True,Non-stop,391359185803
SCR_GF_1789055800_065,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,IndiGo,IndiGo,,1:15,4:10,175,2 hr 55 min,Economy,10727.0,,,True,Non-stop,8c13b9e33e3e
SCR_GF_1789055800_066,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,IndiGo,IndiGo,,5:00,7:55,175,2 hr 55 min,Economy,10727.0,,,True,Non-stop,f53706f3839f
SCR_GF_1789055800_067,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,IndiGo,IndiGo,,6:20,9:10,170,2 hr 50 min,Economy,11309.0,,,True,Non-stop,c2e00ba29e2e
SCR_GF_1789055800_068,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,IndiGo,IndiGo,,7:30,10:25,175,2 hr 55 min,Economy,11309.0,,,True,Non-stop,d9df8e46d5cb
SCR_GF_1789055800_069,2026-09-10 21:26:36,2026-09-11,1,google_flights,DEL,BLR,DEL-BLR,DEL,BLR,Akasa Air,Akasa Air,,8:55,11:50,175,2 hr 55 min,Economy,11368.0,,,True,Non-stop,caccc0509ffa
