record_id,search_timestamp,travel_date,lead_time_days,source_platform,origin_iata,dest_iata,route,origin_raw,dest_raw,airline_standardized,airline_raw,flight_number,departure_time,arrival_time,duration_minutes,duration_raw,cabin_class,total_fare_inr,base_fare_inr,taxes_fees_inr,is_nonstop,raw_hash
SCR_GF_1788934444_011,2026-09-09 11:43:59,2026-09-10,1,google_flights,BOM,GOI,BOM-GOI,BOM,GOI,IndiGo,IndiGo,,00:00,00:00,80,1 hr 20 min,Economy,14658.0,,,True,26b394fac6fd
SCR_GF_1788934444_012,2026-09-09 11:43:59,2026-09-10,1,google_flights,BOM,GOI,BOM-GOI,BOM,GOI,IndiGo,IndiGo,,00:00,00:00,80,1 hr 20 min,Economy,12807.0,,,True,08f864c1139c
SCR_GF_1788934444_013,2026-09-09 11:43:59,2026-09-10,1,google_flights,BOM,GOI,BOM-GOI,BOM,GOI,IndiGo,IndiGo,,00:00,00:00,80,1 hr 20 min,Economy,14658.0,,,True,26b394fac6fd
SCR_GF_1788934444_014,2026-09-09 11:43:59,2026-09-10,1,google_flights,BOM,GOI,BOM-GOI,BOM,GOI,IndiGo,IndiGo,,00:00,00:00,85,1 hr 25 min,Economy,15012.0,,,True,36330d7900c0
SCR_GF_1788934444_015,2026-09-09 11:43:59,2026-09-10,1,google_flights,BOM,GOI,BOM-GOI,BOM,GOI,IndiGo,IndiGo,,00:00,00:00,90,1 hr 30 min,Economy,18555.0,,,True,e7a308726c1b
SCR_GF_1788934444_016,2026-09-09 11:43:59,2026-09-10,1,google_flights,BOM,GOI,BOM-GOI,BOM,GOI,IndiGo,IndiGo,,00:00,00:00,75,1 hr 15 min,Economy,49873.0,,,True,616ef35562cd
SCR_GF_1788934450_001,2026-09-09 11:44:04,2026-09-16,7,google_flights,BOM,GOI,BOM-GOI,BOM,GOI,IndiGo,IndiGo,,5:00 AM,6:05 AM,65,1 hr 5 min,Economy,4407.0,,,True,5b7972358e58
SCR_GF_1788934450_002,2026-09-09 11:44:04,2026-09-16,7,google_flights,BOM,GOI,BOM-GOI,BOM,GOI,Air India,Air India,,5:10 AM,6:30 AM,80,1 hr 20 min,Economy,4753.0,,,True,0e06a0450639
SCR_GF_1788934450_003,2026-09-09 11:44:04,2026-09-16,7,google_flights,BOM,GOI,BOM-GOI,BOM,GOI,Air India,Air India,,4:30 PM,5:50 PM,80,1 hr 20 min,Economy,5446.0,,,True,acd62eebd16f
SCR_GF_1788934450_004,2026-09-09 11:44:04,2026-09-16,7,google_flights,BOM,GOI,BOM-GOI,BOM,GOI,IndiGo,IndiGo,,10:10 PM,11:30 PM,80,1 hr 20 min,Economy,4827.0,,,True,25315c109aa5
SCR_GF_1788934450_005,2026-09-09 11:44:04,2026-09-16,7,google_flights,BOM,GOI,BOM-GOI,BOM,GOI,IndiGo,IndiGo,,4:40 PM,6:05 PM,85,1 hr 25 min,Economy,5247.0,,,True,a0566df3b4ad
SCR_GF_1788934450_006,2026-09-09 11:44:04,2026-09-16,7,google_flights,BOM,GOI,BOM-GOI,BOM,GOI,Air India,Air India,,7:20 PM,8:50 PM,90,1 hr 30 min,Economy,5625.0,,,True,33c7b83fab4a
SCR_GF_1788934450_007,2026-09-09 11:44:04,2026-09-16,7,google_flights,BOM,GOI,BOM-GOI,BOM,GOI,IndiGo,IndiGo,,1:55 PM,3:10 PM,75,1 hr 15 min,Economy,5982.0,,,True,8a30c3d84a2b
SCR_GF_1788934450_008,2026-09-09 11:44:04,2026-09-16,7,google_flights,BOM,GOI,BOM-GOI,BOM,GOI,Air India,Air India,,3:30 PM,4:50 PM,80,1 hr 20 min,Economy,6255.0,,,True,41353abfbb58
SCR_GF_1788934450_009,2026-09-09 11:44:04,2026-09-16,7,google_flights,BOM,GOI,BOM-GOI,BOM,GOI,IndiGo,IndiGo,,11:20 AM,12:30 PM,70,1 hr 10 min,Economy,6612.0,,,True,0d66b7467271
SCR_GF_1788934450_010,2026-09-09 11:44:04,2026-09-16,7,google_flights,BOM,GOI,BOM-GOI,BOM,GOI,Air India,Air India,,1:05 PM,2:20 PM,75,1 hr 15 min,Economy,7924.0,,,True,0807e273d1c9
SCR_GF_1788934450_011,2026-09-09 11:44:04,2026-09-16,7,google_flights,BOM,GOI,BOM-GOI,BOM,GOI,Air India,Air India,,12:25 PM,1:45 PM,80,1 hr 20 min,Economy,14658.0,,,True,f1ac60fd3a61
SCR_GF_1788934450_012,2026-09-09 11:44:04,2026-09-16,7,google_flights,BOM,GOI,BOM-GOI,BOM,GOI,IndiGo,IndiGo,,00:00,00:00,65,1 hr 5 min,Economy,4407.0,,,True,5e645e231132
SCR_GF_1788934450_013,2026-09-09 11:44:04,2026-09-16,7,google_flights,BOM,GOI,BOM-GOI,BOM,GOI,IndiGo,IndiGo,,00:00,00:00,80,1 hr 20 min,Economy,4753.0,,,True,f96e6b8c2e3b
SCR_GF_1788934450_014,2026-09-09 11:44:04,2026-09-16,7,google_flights,BOM,GOI,BOM-GOI,BOM,GOI,IndiGo,IndiGo,,00:00,00:00,80,1 hr 20 min,Economy,5446.0,,,True,113e2a86390d
SCR_GF_1788934450_015,2026-09-09 11:44:04,2026-09-16,7,google_flights,BOM,GOI,BOM-GOI,BOM,GOI,IndiGo,IndiGo,,00:00,00:00,80,1 hr 20 min,Economy,4827.0,,,True,e84d9817b465
SCR_GF_1788934450_016,2026-09-09 11:44:04,2026-09-16,7,google_flights,BOM,GOI,BOM-GOI,BOM,GOI,IndiGo,IndiGo,,00:00,00:00,85,1 hr 25 min,Economy,5247.0,,,True,6457bc644f7b
SCR_GF_1788934450_017,2026-09-09 11:44:04,2026-09-16,7,google_flights,BOM,GOI,BOM-GOI,BOM,GOI,IndiGo,IndiGo,,00:00,00:00,90,1 hr 30 min,Economy,5625.0,,,True,0cdaa511c4bc
SCR_GF_1788934450_018,2026-09-09 11:44:04,2026-09-16,7,google_flights,BOM,GOI,BOM-GOI,BOM,GOI,IndiGo,IndiGo,,00:00,00:00,75,1 hr 15 min,Economy,5982.0,,,True,217a8ea09fed
SCR_GF_1788934450_019,2026-09-09 11:44:04,2026-09-16,7,google_flights,BOM,GOI,BOM-GOI,BOM,GOI,IndiGo,IndiGo,,00:00,00:00,80,1 hr 20 min,Economy,6255.0,,,True,ae3727cef38d
SCR_GF_1788934450_020,2026-09-09 11:44:04,2026-09-16,7,google_flights,BOM,GOI,BOM-GOI,BOM,GOI,IndiGo,IndiGo,,00:00,00:00,70,1 hr 10 min,Economy,6612.0,,,True,c8d8a0d1d595
SCR_GF_1788934450_021,2026-09-09 11:44:04,2026-09-16,7,google_flights,BOM,GOI,BOM-GOI,BOM,GOI,IndiGo,IndiGo,,00:00,00:00,75,1 hr 15 min,Economy,7924.0,,,True,34f74d81961c
SCR_GF_1788934450_022,2026-09-09 11:44:04,2026-09-16,7,google_flights,BOM,GOI,BOM-GOI,BOM,GOI,IndiGo,IndiGo,,00:00,00:00,80,1 hr 20 min,Economy,14658.0,,,True,bbe06c1376e4
