record_id,source_file,dataset_tier,travel_date,airline_standardized,airline_raw,flight_number,origin_iata,dest_iata,route,origin_raw,dest_raw,departure_time,arrival_time,duration_minutes,duration_raw,cabin_class,total_fare_inr,base_fare_inr,taxes_fees_inr,search_timestamp,lead_time_days,is_defunct_carrier
REC_000001,data.csv,2022_real_observations,2022-02-14,IndiGo,IndiGo,,BOM,DEL,BOM-DEL,BOM,DEL,08:30,10:25,115,1h 55m,Economy,6153.0,,,,,False
REC_000002,data.csv,2022_real_observations,2022-02-14,IndiGo,IndiGo,,BOM,DEL,BOM-DEL,BOM,DEL,07:45,09:50,125,2h 05m,Economy,5943.0,,,,,False
REC_000003,data.csv,2022_real_observations,2022-02-14,Vistara,Vistara,,BOM,DEL,BOM-DEL,BOM,DEL,12:25,14:30,125,2h 05m,Economy,6249.0,,,,,False
REC_000004,data.csv,2022_real_observations,2022-02-14,IndiGo,IndiGo,,BOM,DEL,BOM-DEL,BOM,DEL,10:05,12:15,130,2h 10m,Economy,5943.0,,,,,False
REC_000005,data.csv,2022_real_observations,2022-02-14,IndiGo,IndiGo,,BOM,DEL,BOM-DEL,BOM,DEL,13:40,15:50,130,2h 10m,Economy,5943.0,,,,,False
REC_000006,data.csv,2022_real_observations,2022-02-14,IndiGo,IndiGo,,BOM,DEL,BOM-DEL,BOM,DEL,09:20,11:30,130,2h 10m,Economy,5943.0,,,,,False
REC_000007,data.csv,2022_real_observations,2022-02-14,Air India,Air India,,BOM,DEL,BOM-DEL,BOM,DEL,08:00,10:15,135,2h 15m,Economy,5943.0,,,,,False
REC_000008,data.csv,2022_real_observations,2022-02-14,Air India,Air India,,BOM,DEL,BOM-DEL,BOM,DEL,10:00,12:15,135,2h 15m,Economy,5943.0,,,,,False
REC_000009,data.csv,2022_real_observations,2022-02-14,Vistara,Vistara,,BOM,DEL,BOM-DEL,BOM,DEL,11:55,14:05,130,2h 10m,Economy,6249.0,,,,,False
REC_000010,data.csv,2022_real_observations,2022-02-14,IndiGo,IndiGo,,BOM,DEL,BOM-DEL,BOM,DEL,11:45,14:00,135,2h 15m,Economy,5943.0,,,,,False
REC_000011,data.csv,2022_real_observations,2022-02-14,SpiceJet,SpiceJet,,BOM,DEL,BOM-DEL,BOM,DEL,07:20,09:35,135,2h 15m,Economy,6540.0,,,,,False
REC_000012,data.csv,2022_real_observations,2022-02-14,SpiceJet,SpiceJet,,BOM,DEL,BOM-DEL,BOM,DEL,10:15,12:30,135,2h 15m,Economy,6540.0,,,,,False
REC_000013,data.csv,2022_real_observations,2022-02-14,Vistara,Vistara,,BOM,DEL,BOM-DEL,BOM,DEL,10:25,12:40,135,2h 15m,Economy,6249.0,,,,,False
REC_000014,data.csv,2022_real_observations,2022-02-14,Vistara,Vistara,,BOM,DEL,BOM-DEL,BOM,DEL,14:40,16:55,135,2h 15m,Economy,6249.0,,,,,False
REC_000015,data.csv,2022_real_observations,2022-02-14,Vistara,Vistara,,BOM,DEL,BOM-DEL,BOM,DEL,08:45,11:00,135,2h 15m,Economy,6360.0,,,,,False
REC_000016,data.csv,2022_real_observations,2022-02-14,IndiGo,IndiGo,,BOM,DEL,BOM-DEL,BOM,DEL,07:05,09:20,135,2h 15m,Economy,6153.0,,,,,False
REC_000017,data.csv,2022_real_observations,2022-02-14,AirAsia India,AirAsia India,,BOM,DEL,BOM-DEL,BOM,DEL,07:20,09:30,130,2h 10m,Economy,6967.0,,,,,False
REC_000018,data.csv,2022_real_observations,2022-02-14,Vistara,Vistara,,BOM,DEL,BOM-DEL,BOM,DEL,07:00,09:05,125,2h 05m,Economy,8245.0,,,,,False
REC_000019,data.csv,2022_real_observations,2022-02-14,Air India,Air India,,DEL,BOM,DEL-BOM,DEL,BOM,18:00,20:00,120,2h,Economy,5955.0,,,,,False
REC_000020,data.csv,2022_real_observations,2022-02-14,Go First,Go First,,DEL,BOM,DEL-BOM,DEL,BOM,15:30,17:35,125,2h 05m,Economy,5900.0,,,,,True
REC_000021,data.csv,2022_real_observations,2022-02-14,Go First,Go First,,DEL,BOM,DEL-BOM,DEL,BOM,17:00,19:05,125,2h 05m,Economy,5900.0,,,,,True
REC_000022,data.csv,2022_real_observations,2022-02-14,Air India,Air India,,DEL,BOM,DEL-BOM,DEL,BOM,20:00,22:10,130,2h 10m,Economy,5955.0,,,,,False
REC_000023,data.csv,2022_real_observations,2022-02-14,Go First,Go First,,DEL,BOM,DEL-BOM,DEL,BOM,22:30,00:40,130,2h 10m,Economy,5900.0,,,,,True
REC_000024,data.csv,2022_real_observations,2022-02-14,IndiGo,IndiGo,,DEL,BOM,DEL-BOM,DEL,BOM,17:15,19:25,130,2h 10m,Economy,5955.0,,,,,False
REC_000025,data.csv,2022_real_observations,2022-02-14,IndiGo,IndiGo,,DEL,BOM,DEL-BOM,DEL,BOM,18:40,20:50,130,2h 10m,Economy,5955.0,,,,,False
REC_000026,data.csv,2022_real_observations,2022-02-14,Air India,Air India,,DEL,BOM,DEL-BOM,DEL,BOM,19:00,21:15,135,2h 15m,Economy,5955.0,,,,,False
REC_000027,data.csv,2022_real_observations,2022-02-14,SpiceJet,SpiceJet,,DEL,BOM,DEL-BOM,DEL,BOM,18:55,21:05,130,2h 10m,Economy,6543.0,,,,,False
REC_000028,data.csv,2022_real_observations,2022-02-14,Vistara,Vistara,,DEL,BOM,DEL-BOM,DEL,BOM,15:30,17:40,130,2h 10m,Economy,6261.0,,,,,False
REC_000029,data.csv,2022_real_observations,2022-02-14,Vistara,Vistara,,DEL,BOM,DEL-BOM,DEL,BOM,19:50,22:00,130,2h 10m,Economy,6261.0,,,,,False
REC_000030,data.csv,2022_real_observations,2022-02-14,Vistara,Vistara,,DEL,BOM,DEL-BOM,DEL,BOM,20:40,22:50,130,2h 10m,Economy,6261.0,,,,,False
REC_000031,data.csv,2022_real_observations,2022-02-14,Go First,Go First,,DEL,BOM,DEL-BOM,DEL,BOM,15:00,17:15,135,2h 15m,Economy,5900.0,,,,,True
REC_000032,data.csv,2022_real_observations,2022-02-14,Go First,Go First,,DEL,BOM,DEL-BOM,DEL,BOM,19:40,21:55,135,2h 15m,Economy,5900.0,,,,,True
REC_000033,data.csv,2022_real_observations,2022-02-14,Go First,Go First,,DEL,BOM,DEL-BOM,DEL,BOM,21:00,23:15,135,2h 15m,Economy,5900.0,,,,,True
REC_000034,data.csv,2022_real_observations,2022-02-14,IndiGo,IndiGo,,DEL,BOM,DEL-BOM,DEL,BOM,21:15,23:30,135,2h 15m,Economy,5955.0,,,,,False
REC_000035,data.csv,2022_real_observations,2022-02-14,Vistara,Vistara,,DEL,BOM,DEL-BOM,DEL,BOM,19:00,21:15,135,2h 15m,Economy,6261.0,,,,,False
REC_000036,data.csv,2022_real_observations,2022-02-14,Go First,Go First,,DEL,BOM,DEL-BOM,DEL,BOM,18:05,20:25,140,2h 20m,Economy,5900.0,,,,,True
REC_000037,data.csv,2022_real_observations,2022-02-14,SpiceJet,SpiceJet,,DEL,BOM,DEL-BOM,DEL,BOM,19:45,22:05,140,2h 20m,Economy,6543.0,,,,,False
REC_000038,data.csv,2022_real_observations,2022-02-14,Vistara,Vistara,,DEL,BOM,DEL-BOM,DEL,BOM,17:45,20:05,140,2h 20m,Economy,6261.0,,,,,False
REC_000039,data.csv,2022_real_observations,2022-02-14,Go First,Go First,,DEL,BOM,DEL-BOM,DEL,BOM,13:30,15:35,125,2h 05m,Economy,5900.0,,,,,True
REC_000040,data.csv,2022_real_observations,2022-02-14,Go First,Go First,,DEL,BOM,DEL-BOM,DEL,BOM,07:00,09:10,130,2h 10m,Economy,5900.0,,,,,True
REC_000041,data.csv,2022_real_observations,2022-02-14,Go First,Go First,,DEL,BOM,DEL-BOM,DEL,BOM,08:00,10:10,130,2h 10m,Economy,5900.0,,,,,True
REC_000042,data.csv,2022_real_observations,2022-02-14,IndiGo,IndiGo,,DEL,BOM,DEL-BOM,DEL,BOM,12:00,14:10,130,2h 10m,Economy,5955.0,,,,,False
REC_000043,data.csv,2022_real_observations,2022-02-14,IndiGo,IndiGo,,DEL,BOM,DEL-BOM,DEL,BOM,06:30,08:40,130,2h 10m,Economy,5955.0,,,,,False
REC_000044,data.csv,2022_real_observations,2022-02-14,IndiGo,IndiGo,,DEL,BOM,DEL-BOM,DEL,BOM,07:15,09:25,130,2h 10m,Economy,5955.0,,,,,False
REC_000045,data.csv,2022_real_observations,2022-02-14,Go First,Go First,,DEL,BOM,DEL-BOM,DEL,BOM,14:20,16:35,135,2h 15m,Economy,5900.0,,,,,True
REC_000046,data.csv,2022_real_observations,2022-02-14,Go First,Go First,,DEL,BOM,DEL-BOM,DEL,BOM,15:00,17:15,135,2h 15m,Economy,5900.0,,,,,True
REC_000047,data.csv,2022_real_observations,2022-02-14,IndiGo,IndiGo,,DEL,BOM,DEL-BOM,DEL,BOM,14:20,16:35,135,2h 15m,Economy,5955.0,,,,,False
REC_000048,data.csv,2022_real_observations,2022-02-14,SpiceJet,SpiceJet,,DEL,BOM,DEL-BOM,DEL,BOM,07:20,09:35,135,2h 15m,Economy,6543.0,,,,,False
REC_000049,data.csv,2022_real_observations,2022-02-14,Go First,Go First,,DEL,BOM,DEL-BOM,DEL,BOM,10:30,12:50,140,2h 20m,Economy,5900.0,,,,,True
REC_000050,data.csv,2022_real_observations,2022-02-14,IndiGo,IndiGo,,DEL,BOM,DEL-BOM,DEL,BOM,08:45,11:05,140,2h 20m,Economy,5955.0,,,,,False
REC_000051,data.csv,2022_real_observations,2022-02-14,IndiGo,IndiGo,,DEL,BOM,DEL-BOM,DEL,BOM,10:45,13:05,140,2h 20m,Economy,5955.0,,,,,False
REC_000052,data.csv,2022_real_observations,2022-02-14,Go First,Go First,,DEL,BOM,DEL-BOM,DEL,BOM,02:00,04:15,135,2h 15m,Economy,5900.0,,,,,True
REC_000053,data.csv,2022_real_observations,2022-02-14,SpiceJet,SpiceJet,,DEL,BOM,DEL-BOM,DEL,BOM,06:20,08:40,140,2h 20m,Economy,6543.0,,,,,False
REC_000054,data.csv,2022_real_observations,2022-02-14,AirAsia India,AirAsia India,,DEL,BOM,DEL-BOM,DEL,BOM,04:25,06:35,130,2h 10m,Economy,6139.0,,,,,False
REC_000055,data.csv,2022_real_observations,2022-02-14,IndiGo,IndiGo,,DEL,BOM,DEL-BOM,DEL,BOM,09:30,12:00,150,2h 30m,Economy,5955.0,,,,,False
REC_000056,data.csv,2022_real_observations,2022-02-14,AirAsia India,AirAsia India,,BOM,DEL,BOM-DEL,BOM,DEL,22:00,00:10,130,2h 10m,Economy,5000.0,,,,,False
REC_000057,data.csv,2022_real_observations,2022-02-14,IndiGo,IndiGo,,BOM,DEL,BOM-DEL,BOM,DEL,19:35,21:25,110,1h 50m,Economy,5943.0,,,,,False
REC_000058,data.csv,2022_real_observations,2022-02-14,Go First,Go First,,BOM,DEL,BOM-DEL,BOM,DEL,16:30,18:35,125,2h 05m,Economy,5888.0,,,,,True
REC_000059,data.csv,2022_real_observations,2022-02-14,IndiGo,IndiGo,,BOM,DEL,BOM-DEL,BOM,DEL,17:15,19:20,125,2h 05m,Economy,5943.0,,,,,False
REC_000060,data.csv,2022_real_observations,2022-02-14,IndiGo,IndiGo,,BOM,DEL,BOM-DEL,BOM,DEL,18:30,20:35,125,2h 05m,Economy,5943.0,,,,,False
REC_000061,data.csv,2022_real_observations,2022-02-14,Go First,Go First,,BOM,DEL,BOM-DEL,BOM,DEL,18:00,20:10,130,2h 10m,Economy,5888.0,,,,,True
REC_000062,data.csv,2022_real_observations,2022-02-14,Go First,Go First,,BOM,DEL,BOM-DEL,BOM,DEL,20:15,22:25,130,2h 10m,Economy,5888.0,,,,,True
REC_000063,data.csv,2022_real_observations,2022-02-14,Go First,Go First,,BOM,DEL,BOM-DEL,BOM,DEL,22:40,00:50,130,2h 10m,Economy,5888.0,,,,,True
REC_000064,data.csv,2022_real_observations,2022-02-14,SpiceJet,SpiceJet,,BOM,DEL,BOM-DEL,BOM,DEL,21:45,23:55,130,2h 10m,Economy,6540.0,,,,,False
REC_000065,data.csv,2022_real_observations,2022-02-14,Go First,Go First,,BOM,DEL,BOM-DEL,BOM,DEL,21:15,23:30,135,2h 15m,Economy,5888.0,,,,,True
REC_000066,data.csv,2022_real_observations,2022-02-14,Go First,Go First,,BOM,DEL,BOM-DEL,BOM,DEL,23:45,02:00,135,2h 15m,Economy,5888.0,,,,,True
REC_000067,data.csv,2022_real_observations,2022-02-14,SpiceJet,SpiceJet,,BOM,DEL,BOM-DEL,BOM,DEL,19:25,21:50,145,2h 25m,Economy,6540.0,,,,,False
REC_000068,data.csv,2022_real_observations,2022-02-15,IndiGo,IndiGo,,BOM,DEL,BOM-DEL,BOM,DEL,08:30,10:25,115,1h 55m,Economy,6153.0,,,,,False
REC_000069,data.csv,2022_real_observations,2022-02-15,Go First,Go First,,BOM,DEL,BOM-DEL,BOM,DEL,12:30,14:35,125,2h 05m,Economy,5779.0,,,,,True
REC_000070,data.csv,2022_real_observations,2022-02-15,Go First,Go First,,BOM,DEL,BOM-DEL,BOM,DEL,14:30,16:35,125,2h 05m,Economy,5779.0,,,,,True
REC_000071,data.csv,2022_real_observations,2022-02-15,IndiGo,IndiGo,,BOM,DEL,BOM-DEL,BOM,DEL,07:45,09:50,125,2h 05m,Economy,5943.0,,,,,False
REC_000072,data.csv,2022_real_observations,2022-02-15,Go First,Go First,,BOM,DEL,BOM-DEL,BOM,DEL,06:00,08:10,130,2h 10m,Economy,5779.0,,,,,True
REC_000073,data.csv,2022_real_observations,2022-02-15,Go First,Go First,,BOM,DEL,BOM-DEL,BOM,DEL,08:00,10:10,130,2h 10m,Economy,5779.0,,,,,True
REC_000074,data.csv,2022_real_observations,2022-02-15,Vistara,Vistara,,BOM,DEL,BOM-DEL,BOM,DEL,06:00,08:05,125,2h 05m,Economy,6249.0,,,,,False
REC_000075,data.csv,2022_real_observations,2022-02-15,Vistara,Vistara,,BOM,DEL,BOM-DEL,BOM,DEL,06:30,08:35,125,2h 05m,Economy,6249.0,,,,,False
REC_000076,data.csv,2022_real_observations,2022-02-15,Vistara,Vistara,,BOM,DEL,BOM-DEL,BOM,DEL,12:25,14:30,125,2h 05m,Economy,6249.0,,,,,False
REC_000077,data.csv,2022_real_observations,2022-02-15,IndiGo,IndiGo,,BOM,DEL,BOM-DEL,BOM,DEL,09:20,11:30,130,2h 10m,Economy,5943.0,,,,,False
REC_000078,data.csv,2022_real_observations,2022-02-15,IndiGo,IndiGo,,BOM,DEL,BOM-DEL,BOM,DEL,10:05,12:15,130,2h 10m,Economy,5943.0,,,,,False
REC_000079,data.csv,2022_real_observations,2022-02-15,Air India,Air India,,BOM,DEL,BOM-DEL,BOM,DEL,08:00,10:15,135,2h 15m,Economy,5943.0,,,,,False
REC_000080,data.csv,2022_real_observations,2022-02-15,Air India,Air India,,BOM,DEL,BOM-DEL,BOM,DEL,10:00,12:15,135,2h 15m,Economy,5943.0,,,,,False
REC_000081,data.csv,2022_real_observations,2022-02-15,Go First,Go First,,BOM,DEL,BOM-DEL,BOM,DEL,09:55,12:10,135,2h 15m,Economy,5779.0,,,,,True
REC_000082,data.csv,2022_real_observations,2022-02-15,Go First,Go First,,BOM,DEL,BOM-DEL,BOM,DEL,12:15,14:30,135,2h 15m,Economy,5779.0,,,,,True
REC_000083,data.csv,2022_real_observations,2022-02-15,Go First,Go First,,BOM,DEL,BOM-DEL,BOM,DEL,13:30,15:45,135,2h 15m,Economy,5779.0,,,,,True
REC_000084,data.csv,2022_real_observations,2022-02-15,Vistara,Vistara,,BOM,DEL,BOM-DEL,BOM,DEL,07:30,09:40,130,2h 10m,Economy,6249.0,,,,,False
REC_000085,data.csv,2022_real_observations,2022-02-15,Vistara,Vistara,,BOM,DEL,BOM-DEL,BOM,DEL,11:55,14:05,130,2h 10m,Economy,6249.0,,,,,False
REC_000086,data.csv,2022_real_observations,2022-02-15,IndiGo,IndiGo,,BOM,DEL,BOM-DEL,BOM,DEL,07:05,09:20,135,2h 15m,Economy,5943.0,,,,,False
REC_000087,data.csv,2022_real_observations,2022-02-15,IndiGo,IndiGo,,BOM,DEL,BOM-DEL,BOM,DEL,11:45,14:00,135,2h 15m,Economy,5943.0,,,,,False
REC_000088,data.csv,2022_real_observations,2022-02-15,IndiGo,IndiGo,,BOM,DEL,BOM-DEL,BOM,DEL,13:40,15:50,130,2h 10m,Economy,6153.0,,,,,False
REC_000089,data.csv,2022_real_observations,2022-02-15,SpiceJet,SpiceJet,,BOM,DEL,BOM-DEL,BOM,DEL,07:20,09:35,135,2h 15m,Economy,6540.0,,,,,False
REC_000090,data.csv,2022_real_observations,2022-02-15,SpiceJet,SpiceJet,,BOM,DEL,BOM-DEL,BOM,DEL,10:15,12:30,135,2h 15m,Economy,6540.0,,,,,False
REC_000091,data.csv,2022_real_observations,2022-02-15,Vistara,Vistara,,BOM,DEL,BOM-DEL,BOM,DEL,08:45,11:00,135,2h 15m,Economy,6249.0,,,,,False
REC_000092,data.csv,2022_real_observations,2022-02-15,Vistara,Vistara,,BOM,DEL,BOM-DEL,BOM,DEL,10:25,12:40,135,2h 15m,Economy,6249.0,,,,,False
REC_000093,data.csv,2022_real_observations,2022-02-15,Vistara,Vistara,,BOM,DEL,BOM-DEL,BOM,DEL,14:40,16:55,135,2h 15m,Economy,6249.0,,,,,False
REC_000094,data.csv,2022_real_observations,2022-02-15,AirAsia India,AirAsia India,,BOM,DEL,BOM-DEL,BOM,DEL,07:20,09:30,130,2h 10m,Economy,6337.0,,,,,False
REC_000095,data.csv,2022_real_observations,2022-02-15,AirAsia India,AirAsia India,,DEL,BOM,DEL-BOM,DEL,BOM,19:10,21:25,135,2h 15m,Economy,5000.0,,,,,False
REC_000096,data.csv,2022_real_observations,2022-02-15,Air India,Air India,,DEL,BOM,DEL-BOM,DEL,BOM,18:00,20:00,120,2h,Economy,5955.0,,,,,False
REC_000097,data.csv,2022_real_observations,2022-02-15,IndiGo,IndiGo,,DEL,BOM,DEL-BOM,DEL,BOM,17:15,19:25,130,2h 10m,Economy,5955.0,,,,,False
REC_000098,data.csv,2022_real_observations,2022-02-15,IndiGo,IndiGo,,DEL,BOM,DEL-BOM,DEL,BOM,18:40,20:50,130,2h 10m,Economy,5955.0,,,,,False
REC_000099,data.csv,2022_real_observations,2022-02-15,Air India,Air India,,DEL,BOM,DEL-BOM,DEL,BOM,19:00,21:15,135,2h 15m,Economy,5955.0,,,,,False
REC_000100,data.csv,2022_real_observations,2022-02-15,SpiceJet,SpiceJet,,DEL,BOM,DEL-BOM,DEL,BOM,18:55,21:05,130,2h 10m,Economy,6543.0,,,,,False
REC_000101,data.csv,2022_real_observations,2022-02-15,Vistara,Vistara,,DEL,BOM,DEL-BOM,DEL,BOM,15:30,17:40,130,2h 10m,Economy,6261.0,,,,,False
REC_000102,data.csv,2022_real_observations,2022-02-15,Vistara,Vistara,,DEL,BOM,DEL-BOM,DEL,BOM,19:50,22:00,130,2h 10m,Economy,6261.0,,,,,False
REC_000103,data.csv,2022_real_observations,2022-02-15,Vistara,Vistara,,DEL,BOM,DEL-BOM,DEL,BOM,20:40,22:50,130,2h 10m,Economy,6261.0,,,,,False
REC_000104,data.csv,2022_real_observations,2022-02-15,Vistara,Vistara,,DEL,BOM,DEL-BOM,DEL,BOM,21:40,23:50,130,2h 10m,Economy,6261.0,,,,,False
REC_000105,data.csv,2022_real_observations,2022-02-15,IndiGo,IndiGo,,DEL,BOM,DEL-BOM,DEL,BOM,21:15,23:30,135,2h 15m,Economy,5955.0,,,,,False
REC_000106,data.csv,2022_real_observations,2022-02-15,Air India,Air India,,DEL,BOM,DEL-BOM,DEL,BOM,20:00,22:10,130,2h 10m,Economy,6375.0,,,,,False
REC_000107,data.csv,2022_real_observations,2022-02-15,Vistara,Vistara,,DEL,BOM,DEL-BOM,DEL,BOM,19:00,21:15,135,2h 15m,Economy,6261.0,,,,,False
REC_000108,data.csv,2022_real_observations,2022-02-15,SpiceJet,SpiceJet,,DEL,BOM,DEL-BOM,DEL,BOM,19:45,22:05,140,2h 20m,Economy,6543.0,,,,,False
REC_000109,data.csv,2022_real_observations,2022-02-15,Vistara,Vistara,,DEL,BOM,DEL-BOM,DEL,BOM,16:45,19:05,140,2h 20m,Economy,6261.0,,,,,False
REC_000110,data.csv,2022_real_observations,2022-02-15,Vistara,Vistara,,DEL,BOM,DEL-BOM,DEL,BOM,17:45,20:05,140,2h 20m,Economy,6261.0,,,,,False
REC_000111,data.csv,2022_real_observations,2022-02-15,AirAsia India,AirAsia India,,DEL,BOM,DEL-BOM,DEL,BOM,04:25,06:35,130,2h 10m,Economy,5000.0,,,,,False
REC_000112,data.csv,2022_real_observations,2022-02-15,Air India,Air India,,DEL,BOM,DEL-BOM,DEL,BOM,07:00,09:05,125,2h 05m,Economy,5955.0,,,,,False
REC_000113,data.csv,2022_real_observations,2022-02-15,Go First,Go First,,DEL,BOM,DEL-BOM,DEL,BOM,13:30,15:35,125,2h 05m,Economy,5793.0,,,,,True
REC_000114,data.csv,2022_real_observations,2022-02-15,Air India,Air India,,DEL,BOM,DEL-BOM,DEL,BOM,08:00,10:10,130,2h 10m,Economy,5955.0,,,,,False
REC_000115,data.csv,2022_real_observations,2022-02-15,Go First,Go First,,DEL,BOM,DEL-BOM,DEL,BOM,07:00,09:10,130,2h 10m,Economy,5793.0,,,,,True
REC_000116,data.csv,2022_real_observations,2022-02-15,Go First,Go First,,DEL,BOM,DEL-BOM,DEL,BOM,08:00,10:10,130,2h 10m,Economy,5793.0,,,,,True
REC_000117,data.csv,2022_real_observations,2022-02-15,Vistara,Vistara,,DEL,BOM,DEL-BOM,DEL,BOM,09:30,11:35,125,2h 05m,Economy,6261.0,,,,,False
REC_000118,data.csv,2022_real_observations,2022-02-15,IndiGo,IndiGo,,DEL,BOM,DEL-BOM,DEL,BOM,06:30,08:40,130,2h 10m,Economy,5955.0,,,,,False
REC_000119,data.csv,2022_real_observations,2022-02-15,IndiGo,IndiGo,,DEL,BOM,DEL-BOM,DEL,BOM,12:00,14:10,130,2h 10m,Economy,5955.0,,,,,False
REC_000120,data.csv,2022_real_observations,2022-02-15,IndiGo,IndiGo,,DEL,BOM,DEL-BOM,DEL,BOM,07:15,09:25,130,2h 10m,Economy,5955.0,,,,,False
REC_000121,data.csv,2022_real_observations,2022-02-15,Air India,Air India,,DEL,BOM,DEL-BOM,DEL,BOM,09:00,11:15,135,2h 15m,Economy,5955.0,,,,,False
REC_000122,data.csv,2022_real_observations,2022-02-15,Go First,Go First,,DEL,BOM,DEL-BOM,DEL,BOM,14:20,16:35,135,2h 15m,Economy,5793.0,,,,,True
REC_000123,data.csv,2022_real_observations,2022-02-15,Go First,Go First,,DEL,BOM,DEL-BOM,DEL,BOM,15:00,17:15,135,2h 15m,Economy,5793.0,,,,,True
REC_000124,data.csv,2022_real_observations,2022-02-15,Vistara,Vistara,,DEL,BOM,DEL-BOM,DEL,BOM,05:45,07:55,130,2h 10m,Economy,6261.0,,,,,False
REC_000125,data.csv,2022_real_observations,2022-02-15,Vistara,Vistara,,DEL,BOM,DEL-BOM,DEL,BOM,12:50,15:00,130,2h 10m,Economy,6261.0,,,,,False
REC_000126,data.csv,2022_real_observations,2022-02-15,Vistara,Vistara,,DEL,BOM,DEL-BOM,DEL,BOM,14:20,16:30,130,2h 10m,Economy,6261.0,,,,,False
REC_000127,data.csv,2022_real_observations,2022-02-15,IndiGo,IndiGo,,DEL,BOM,DEL-BOM,DEL,BOM,14:20,16:35,135,2h 15m,Economy,5955.0,,,,,False
REC_000128,data.csv,2022_real_observations,2022-02-15,Go First,Go First,,DEL,BOM,DEL-BOM,DEL,BOM,10:30,12:50,140,2h 20m,Economy,5793.0,,,,,True
REC_000129,data.csv,2022_real_observations,2022-02-15,Vistara,Vistara,,DEL,BOM,DEL-BOM,DEL,BOM,07:30,09:45,135,2h 15m,Economy,6261.0,,,,,False
REC_000130,data.csv,2022_real_observations,2022-02-15,Vistara,Vistara,,DEL,BOM,DEL-BOM,DEL,BOM,10:20,12:35,135,2h 15m,Economy,6261.0,,,,,False
REC_000131,data.csv,2022_real_observations,2022-02-15,Go First,Go First,,DEL,BOM,DEL-BOM,DEL,BOM,02:00,04:15,135,2h 15m,Economy,5793.0,,,,,True
REC_000132,data.csv,2022_real_observations,2022-02-15,IndiGo,IndiGo,,DEL,BOM,DEL-BOM,DEL,BOM,10:45,13:05,140,2h 20m,Economy,5955.0,,,,,False
REC_000133,data.csv,2022_real_observations,2022-02-15,IndiGo,IndiGo,,DEL,BOM,DEL-BOM,DEL,BOM,08:45,11:05,140,2h 20m,Economy,5955.0,,,,,False
REC_000134,data.csv,2022_real_observations,2022-02-15,Vistara,Vistara,,DEL,BOM,DEL-BOM,DEL,BOM,08:50,11:10,140,2h 20m,Economy,6261.0,,,,,False
REC_000135,data.csv,2022_real_observations,2022-02-15,Vistara,Vistara,,DEL,BOM,DEL-BOM,DEL,BOM,11:40,14:00,140,2h 20m,Economy,6261.0,,,,,False
REC_000136,data.csv,2022_real_observations,2022-02-15,IndiGo,IndiGo,,DEL,BOM,DEL-BOM,DEL,BOM,09:30,12:00,150,2h 30m,Economy,5955.0,,,,,False
REC_000137,data.csv,2022_real_observations,2022-02-15,AirAsia India,AirAsia India,,BOM,DEL,BOM-DEL,BOM,DEL,22:00,00:10,130,2h 10m,Economy,5000.0,,,,,False
REC_000138,data.csv,2022_real_observations,2022-02-15,IndiGo,IndiGo,,BOM,DEL,BOM-DEL,BOM,DEL,19:35,21:25,110,1h 50m,Economy,5943.0,,,,,False
REC_000139,data.csv,2022_real_observations,2022-02-15,Go First,Go First,,BOM,DEL,BOM-DEL,BOM,DEL,16:30,18:35,125,2h 05m,Economy,5779.0,,,,,True
REC_000140,data.csv,2022_real_observations,2022-02-15,IndiGo,IndiGo,,BOM,DEL,BOM-DEL,BOM,DEL,18:30,20:35,125,2h 05m,Economy,5943.0,,,,,False
REC_000141,data.csv,2022_real_observations,2022-02-15,IndiGo,IndiGo,,BOM,DEL,BOM-DEL,BOM,DEL,17:15,19:20,125,2h 05m,Economy,5943.0,,,,,False
REC_000142,data.csv,2022_real_observations,2022-02-15,Go First,Go First,,BOM,DEL,BOM-DEL,BOM,DEL,18:00,20:10,130,2h 10m,Economy,5779.0,,,,,True
REC_000143,data.csv,2022_real_observations,2022-02-15,Go First,Go First,,BOM,DEL,BOM-DEL,BOM,DEL,20:15,22:25,130,2h 10m,Economy,5779.0,,,,,True
REC_000144,data.csv,2022_real_observations,2022-02-15,Go First,Go First,,BOM,DEL,BOM-DEL,BOM,DEL,22:40,00:50,130,2h 10m,Economy,5779.0,,,,,True
REC_000145,data.csv,2022_real_observations,2022-02-15,Vistara,Vistara,,BOM,DEL,BOM-DEL,BOM,DEL,20:55,23:00,125,2h 05m,Economy,6249.0,,,,,False
REC_000146,data.csv,2022_real_observations,2022-02-15,Air India,Air India,,BOM,DEL,BOM-DEL,BOM,DEL,21:30,23:45,135,2h 15m,Economy,5943.0,,,,,False
REC_000147,data.csv,2022_real_observations,2022-02-15,Air India,Air India,,BOM,DEL,BOM-DEL,BOM,DEL,16:00,18:15,135,2h 15m,Economy,5943.0,,,,,False
REC_000148,data.csv,2022_real_observations,2022-02-15,Air India,Air India,,BOM,DEL,BOM-DEL,BOM,DEL,19:00,21:15,135,2h 15m,Economy,5943.0,,,,,False
REC_000149,data.csv,2022_real_observations,2022-02-15,SpiceJet,SpiceJet,,BOM,DEL,BOM-DEL,BOM,DEL,21:45,23:55,130,2h 10m,Economy,6540.0,,,,,False
REC_000150,data.csv,2022_real_observations,2022-02-15,Go First,Go First,,BOM,DEL,BOM-DEL,BOM,DEL,21:15,23:30,135,2h 15m,Economy,5779.0,,,,,True
